"","Pos","Points","Assists","Rebounds","Year"
"11946","PG",7.9,8.2,4.4,2011
"11947","SG",15.8,4.1,1.9,2011
"11948","SF",8.5,0.9,2.2,2011
"11949","PG",8.4,2.3,1.9,2011
"11950","SF",12.5,1.4,6.9,2011
"11951","C",10.1,0.4,9.4,2011
"11952","SG",11.8,3.6,4.6,2000
"11953","SF",2.8,0.6,1.5,2000
"11954","PG",4,1.3,1.9,2000
"11955","SG",1.6,0,0.1,2000
"11956","PG",24.2,8.9,6.4,2000
"11957","PF",3.4,0.7,1.8,2000
"11958","PF",8.1,2.5,7.8,2000
"11959","C",4.3,0.4,3.1,2000
"11960","SF",3.6,0.6,2.3,2000
"11961","SF",8.2,0.9,4,2000
"11962","SF",11.6,1.6,5.4,2000
"11963","PG",5.2,1.8,1.2,2000
"11964","SG",10.9,1.6,1.7,2000
"11965","C",16.6,1.9,7.7,2000
"11966","C",2.5,0.1,1.6,2000
"11967","SG",8.8,3.4,3.2,2001
"11968","SG",6,2,0,2001
"11969","SF",5.9,0.8,3.2,2001
"11970","SG",5.8,2.2,2.5,2001
"11971","PG",23.1,8.1,4.5,2001
"11972","C",4.5,0.8,3.6,2001
"11973","C",1.5,0.1,2.2,2001
"11974","C",9.6,1.2,7.4,2001
"11975","C",0.7,0.3,1.3,2001
"11976","PF",14.8,1.6,6.9,2001
"11977","SF",13,2.1,5,2001
"11978","PF",2.2,0.1,1.4,2001
"11979","PG",6.8,2.8,1.9,2001
"11980","PF",12.2,1.2,5.7,2001
"11981","PG",5,2.6,1.2,1997
"11982","PF",19.2,4.7,13.5,1997
"11983","PF",0.3,0.3,1.1,1997
"11984","SG",18,5.7,6,1997
"11985","SF",8.2,1,2.6,1997
"11986","PG",5,2,1.7,1997
"11987","C",23.2,3,9.2,1997
"11988","PF",1.5,0,1.5,1997
"11989","PF",11.2,0.9,7.4,1997
"11990","SF",11.7,4,3,1997
"11991","PF",4.5,0.9,1.7,1997
"11992","PG",9.4,3.7,1.9,1997
"11993","PF",4.8,0.3,3.5,1997
"11994","PG",3.9,2.4,1.5,1997
"11995","SF",5.6,1.1,2.1,1997
"11996","SG",3.3,1.9,1.1,1997
"11997","SG",3.7,0.7,1,1997
"11998","PG",5.6,2.7,1.5,1998
"11999","PF",15.2,3.2,11.6,1998
"12000","PF",0.6,0.2,1,1998
"12001","SG",18.4,5.5,4.9,1998
"12002","SF",8.4,1.2,2.1,1998
"12003","PG",4.1,1.3,1,1998
"12004","C",16.4,3,9.8,1998
"12005","SF",3.9,0.1,0.8,1998
"12006","PF",16.1,1,8.4,1998
"12007","SF",8.4,3,2.1,1998
"12008","SF",7,0.9,2.2,1998
"12009","PG",8.6,2.8,1.8,1998
"12010","PF",6,0.4,3.6,1998
"12011","SF",5.8,1.9,1.2,1998
"12012","PG",2.2,0.8,0.7,2001
"12013","C",8.3,1.1,6.1,2001
"12014","PG",6.5,3.2,1.7,2001
"12015","SG",1.9,0.9,1,2001
"12016","PG",5.2,1.9,2.6,2001
"12017","PF",6,1.3,4.2,2001
"12018","C",4.3,1.1,4.3,2001
"12019","SG",3.5,1.1,1.8,2001
"12020","PG",6.5,1.9,0.6,2001
"12021","SG",16.3,3.3,3.3,2001
"12022","PG",15.9,8.4,3.7,2001
"12023","SF",20.5,3.1,9.1,2001
"12024","PF",4.9,0.4,3.6,2001
"12025","PF",4.5,0.2,4,2001
"12026","PG",3.9,4.2,1.5,2003
"12027","C",0.9,0.1,0.9,2003
"12028","SF",4,0,1,2003
"12029","PG",5.5,2.8,2.1,2003
"12030","PG",12.1,8.3,2.8,2003
"12031","C",11.4,1.1,7.5,2003
"12032","SG",4.8,1.3,1,2003
"12033","PF",6.4,0.7,3.4,2003
"12034","SF",15.6,2.6,5.2,2003
"12035","PF",19,2.8,8.7,2003
"12036","PF",1.6,0.3,1.4,2003
"12037","PF",1.9,0.2,2.1,2003
"12038","SF",9.7,1.3,4.4,2003
"12039","PF",9.7,0.7,5.7,2003
"12040","SG",11,1.7,2.9,2003
"12041","PG",4.7,3.6,2.1,2004
"12042","C",10.5,0.9,7.3,2004
"12043","PG",7,5.8,2.1,2004
"12044","C",5.7,0.4,4.6,2004
"12045","SF",2.2,0,0.7,2004
"12046","C",4,0.4,2.4,2004
"12047","SF",14.4,1.9,4.3,2004
"12048","PG",5.4,2.1,1.6,2004
"12049","PF",10.9,1,8.4,2004
"12050","SF",16.1,1.7,7,2004
"12051","PF",3,0.1,1.7,2004
"12052","SG",21.7,2.3,4.9,2004
"12053","PG",7.1,6.5,3.2,2004
"12054","PF",8.4,2.7,3.7,2004
"12055","C",4.4,0.6,2.9,2004
"12056","SF",4,1,2,2004
"12057","SG",7.1,2.3,1.9,2004
"12058","SF",7.4,1.4,4.1,2004
"12059","PG",14.6,5.5,4.2,2004
"12060","PF",4.1,1.3,4.2,2004
"12061","SF",2,0.5,1.3,2004
"12062","C",2.9,0.7,5.2,2004
"12063","SG",6.4,0.8,1.4,2004
"12064","PF",13.2,3.9,8.8,2004
"12065","SG",24,5.1,5.5,2004
"12066","PF",2.4,1.6,1.7,2004
"12067","SF",4.8,2.6,2.7,2004
"12068","C",21.5,2.9,11.5,2004
"12069","PF",8.3,0.8,5.1,2004
"12070","C",6.4,0.5,3,2005
"12071","C",3.8,0.5,3.8,2005
"12072","SF",15.5,1.9,5.8,2005
"12073","C",9.8,0.7,6.7,2005
"12074","PG",13.6,4.4,2.4,2005
"12075","SF",7.3,0.9,3.6,2005
"12076","SF",7.6,0.9,5.2,2005
"12077","SG",27.6,6,5.9,2005
"12078","PF",15.2,3.7,10.2,2005
"12079","SF",3.2,1.5,2.3,2005
"12080","SG",2.9,1.5,1.8,2005
"12081","PF",3.8,0.3,1.8,2005
"12082","PG",4.4,2,1.2,2005
"12083","SG",2.5,0,1.5,2005
"12084","C",2.3,1.3,2.1,2005
"12085","SF",4.5,0.8,1.9,1998
"12086","PF",11.5,0.9,5.9,1998
"12087","PF",4.1,0.5,3.8,1998
"12088","SF",0.3,0,0.5,1998
"12089","C",1.4,0,0.9,1998
"12090","C",12.9,1,13.6,1998
"12091","PF",19.7,1.7,6.6,1998
"12092","SF",13.4,2.5,4.8,1998
"12093","SG",17.2,2.3,4.7,1998
"12094","SG",3.8,0.8,1,1998
"12095","C",1.3,0.4,3.9,1998
"12096","C",13.3,1.4,7,1998
"12097","PG",19.6,8,3.1,1998
"12098","PG",8,4,1.7,1998
"12099","SF",1.3,0.5,1.6,1998
"12100","C",1.2,0.1,1.7,1998
"12101","SF",6.5,1,3.1,1993
"12102","SG",18.2,5.4,2,1993
"12103","SF",7,1.1,3.2,1993
"12104","C",5,0.9,3.7,1993
"12105","PF",10.4,1.7,5.4,1993
"12106","SF",16.3,4.7,4.4,1993
"12107","SG",5.6,1.4,1.6,1993
"12108","PG",8.7,4.7,2,1993
"12109","PG",4.5,3.1,1.6,1993
"12110","C",2.9,0.6,2.5,1993
"12111","PF",9.7,0.8,5.8,1993
"12112","C",13.5,1.3,7.4,1993
"12113","SG",2.2,1.3,1.6,1993
"12114","PF",12.7,0.9,9.4,1993
"12115","SG",8.8,1.4,1.8,1993
"12116","SG",7.2,1.2,1.3,1993
"12117","SG",8,1.6,2.6,1993
"12118","C",3,0.3,2.2,1993
"12119","SG",4.7,0.8,2.2,1991
"12120","PF",11.2,2.7,12.1,1991
"12121","C",4.1,0.2,2.6,1991
"12122","SG",13.8,4,3,1991
"12123","PG",1.2,0.9,0.4,1991
"12124","PF",4.3,0.6,2.7,1991
"12125","SG",7.6,3.3,2.2,1991
"12126","SF",4.3,0.2,2.9,1991
"12127","SF",16.3,1.5,2.4,1991
"12128","PG",8.8,6.3,2.8,1991
"12129","PG",7.8,5.7,2.3,1991
"12130","C",26.6,3,11.2,1991
"12131","C",1.4,0,1.3,1991
"12132","SG",7.1,1.7,1.6,1991
"12133","PF",1.8,0.8,1.7,2008
"12134","PG",7.5,1.9,2.1,2008
"12135","PG",2.1,0.9,0.6,2008
"12136","C",4.5,0.4,3,2008
"12137","PF",7.4,1.5,4.3,2008
"12138","C",6.9,1.1,6.1,2008
"12139","PF",18.8,3.4,9.2,2008
"12140","C",7.9,0.3,4.1,2008
"12141","PF",2.2,0.6,3.8,2008
"12142","SF",19.6,4.5,5.2,2008
"12143","PG",10.6,5.1,4.2,2008
"12144","SG",17.4,3.1,3.6,2008
"12145","PG",11.2,3.9,2.5,2008
"12146","C",1.8,0.1,1.6,2008
"12147","SG",6.6,1.5,2.3,2008
"12148","C",3.5,0.5,1.3,2009
"12149","PG",8.5,1.1,1.9,2009
"12150","SG",2,0.8,0.9,2009
"12151","C",7,0.9,4,2009
"12152","SF",3,0.4,1,2009
"12153","SF",0.7,0,0.5,2009
"12154","C",8.5,1.3,8.2,2009
"12155","PF",15.8,2.5,8.5,2009
"12156","PF",7.7,0.7,5,2009
"12157","PF",3.9,0.8,3.7,2009
"12158","SF",20.5,3.6,5.7,2009
"12159","PG",11.9,8.2,5.3,2009
"12160","SG",18.2,2.8,3.5,2009
"12161","PG",3.8,3.3,1.2,2009
"12162","SG",7.8,1.4,2.3,2009
"12163","PF",1.5,0.5,1,2010
"12164","PF",6.3,0.6,3.8,2010
"12165","C",10.1,1,7.6,2010
"12166","PF",14.3,2.7,7.3,2010
"12167","SF",2.4,0,1.1,2010
"12168","SF",5.6,1.3,1.8,2010
"12169","SF",4.4,0.9,1.5,2010
"12170","PG",10.1,2.9,2,2010
"12171","SG",7,2,4,2010
"12172","SF",18.3,3.1,4.3,2010
"12173","PG",13.7,9.8,4.4,2010
"12174","C",9,1,4.1,2010
"12175","SG",16.3,2.6,3.2,2010
"12176","PF",3.7,0.4,2.7,2010
"12177","SG",6.1,1.3,2.7,2010
"12178","PF",1.1,0.3,0.5,2011
"12179","PG",4.9,2.3,1.2,2011
"12180","C",17.5,2.5,9.6,2011
"12181","PG",25,7.7,4.1,2011
"12182","C",11.7,2.2,10.4,2011
"12183","PG",1,0.5,0,2011
"12184","SG",4.4,1.2,1.8,2011
"12185","PF",4.1,1.2,5.7,2011
"12186","SG",8.3,1.5,1.8,2011
"12187","SF",17.4,2.8,5.8,2011
"12188","SG",4.7,0.6,1.6,2011
"12189","SG",6.2,1.7,3.3,2011
"12190","PF",7.1,0.7,5.7,2011
"12191","C",2.8,0.4,3.8,2011
"12192","PF",1.1,0.5,0.8,2012
"12193","PG",9.7,4.1,2.1,2012
"12194","PF",15,1.9,8.5,2012
"12195","PG",21.8,7.9,3.4,2012
"12196","SG",2.6,0.3,1.3,2012
"12197","C",10.2,2.5,9.8,2012
"12198","PG",7.5,2.2,1.5,2012
"12199","SG",8.1,1.7,2.4,2012
"12200","SF",15.3,2.9,6.5,2012
"12201","PG",4.8,2.6,0.9,2012
"12202","SG",11.6,3,2.3,2012
"12203","SG",6.9,2.1,3.5,2012
"12204","PF",7.7,0.7,5.2,2012
"12205","C",3.1,0.5,5.3,2012
"12206","SG",5.3,3.2,3.8,2001
"12207","PG",11.5,4.4,3,2001
"12208","SF",3.1,0.3,1.9,2001
"12209","C",2,0.5,1.8,2001
"12210","PF",8.5,1.6,7.1,2001
"12211","SG",7.6,1.7,2.4,2001
"12212","SG",28.5,5,5.8,2001
"12213","PF",2,0.3,2.2,2001
"12214","PG",5,1.3,1.2,2001
"12215","SF",9.6,3.2,4,2001
"12216","PF",5.2,1.6,3.8,2001
"12217","PG",6.5,2.4,3.6,2001
"12218","C",28.7,3.7,12.7,2001
"12219","PF",4.6,0.3,1.2,2001
"12220","PG",3.4,1.2,0.8,2001
"12221","PG",2.9,1.5,1.9,2002
"12222","PG",11.2,2.6,2.1,2002
"12223","SF",7.1,1.4,3.7,2002
"12224","C",1.2,0.3,1.2,2002
"12225","SG",25.2,5.5,5.5,2002
"12226","PG",5.8,1.6,1.5,2002
"12227","PF",2.8,0.7,2.7,2002
"12228","PG",1.7,0.7,0.7,2002
"12229","SG",4.1,0.9,1.5,2002
"12230","SF",7.9,3.5,4.7,2002
"12231","PF",6.8,2.9,5.9,2002
"12232","PF",6.7,0.9,7,2002
"12233","C",27.2,3,10.7,2002
"12234","C",4.7,0.6,2.2,2002
"12235","PG",3.5,1.4,1.7,2003
"12236","PG",10.5,3.6,2.9,2003
"12237","SF",6.9,1.3,4,2003
"12238","PG",2.5,1.1,1.1,2003
"12239","PG",3,0.9,1.2,2003
"12240","SG",30,5.9,6.9,2003
"12241","PF",3.2,0.7,3,2003
"12242","SF",9,3.3,4.2,2003
"12243","PF",6.5,2.9,6.5,2003
"12244","C",4.4,1,5.5,2003
"12245","C",27.5,3.1,11.1,2003
"12246","C",1.7,0.3,1.8,2003
"12247","PF",4.4,0.3,2.4,2003
"12248","SF",2,0.4,0.8,2003
"12249","PF",4.1,0,2.6,1999
"12250","SG",3.7,0.6,1,1999
"12251","PG",8,3.9,1.3,1999
"12252","SG",10.5,1.1,2.9,1999
"12253","C",2.1,0,1.6,1999
"12254","SF",12.2,1.2,3.9,1999
"12255","C",6.6,0.7,7.6,1999
"12256","PF",16.8,1.5,5.3,1999
"12257","C",8.9,0.6,8,1999
"12258","PG",2.5,2.7,1.2,1999
"12259","SF",7.4,1.6,3.8,1999
"12260","PG",8.2,4.1,1.9,1999
"12261","C",1,0,3,1999
"12262","PG",6.8,3.7,2.2,1999
"12263","SF",10.1,1.6,3.5,1999
"12264","PF",4.1,0.5,4.3,2001
"12265","C",4.6,0.7,3.5,2001
"12266","SF",10,1.2,4.2,2001
"12267","SF",9.4,1.2,5.9,2001
"12268","PF",4.2,0.3,3.8,2001
"12269","PG",6.5,3.2,1.1,2001
"12270","SG",10.6,1.2,3,2001
"12271","PG",12.9,5.5,2.7,2001
"12272","PG",5.9,2.3,1.2,2001
"12273","PF",17.2,5.2,7.7,2001
"12274","C",8.5,0.6,6.4,2001
"12275","SG",8.1,0.8,3.4,2001
"12276","C",5.4,0.9,3.7,2001
"12277","C",3,0,2.7,2001
"12278","PF",2.9,0.5,3.5,2006
"12279","SF",14,1.8,4.6,2006
"12280","C",1.6,0,1.8,2006
"12281","SG",6.7,2.8,2,2006
"12282","C",6.1,0.8,7,2006
"12283","SG",12.3,2,2.3,2006
"12284","SF",6.6,0.6,2.2,2006
"12285","PG",9.5,3.6,1.8,2006
"12286","PG",8.2,4.5,2.2,2006
"12287","C",4.9,0.5,5.1,2006
"12288","PF",5.8,0.5,2.7,2006
"12289","SF",5.8,1.3,4.5,2006
"12290","SG",7.3,1.6,1.8,2006
"12291","PF",18,1.9,8,2006
"12292","C",0,0,0,2012
"12293","PF",5.2,0.6,3.8,2012
"12294","PG",4.2,1.1,1,2012
"12295","C",2,0.2,2,2012
"12296","PG",2.9,1.3,0.9,2012
"12297","PF",1.9,0.4,1.8,2012
"12298","PG",2.3,1.1,0.6,2012
"12299","PG",10.9,2.3,2.8,2012
"12300","C",14.6,3.1,8.9,2012
"12301","PF",8.8,0.8,6.2,2012
"12302","PG",12.7,6.5,2.6,2012
"12303","SG",12.6,2.6,3.2,2012
"12304","SF",4.2,0.4,2,2012
"12305","SF",19,2.3,6.4,2012
"12306","SG",9.8,1.4,4,2012
"12307","PF",11.6,1.7,8.1,2012
"12308","C",12,1.5,4.6,2020
"12309","PF",3.6,0.7,2.5,2020
"12310","SG",9.2,2.3,4.8,2020
"12311","PG",14.9,5.4,4.6,2020
"12312","PF",6.6,0.8,4.8,2020
"12313","PG",6.9,3.2,2.2,2020
"12314","PG",9.4,3.1,3,2020
"12315","PF",29.5,5.6,13.6,2020
"12316","SF",20.9,4.3,6.2,2020
"12317","SF",6.7,1.2,2.1,2020
"12318","PF",5.9,1,3.1,2020
"12319","SG",5.4,1.6,4.2,2020
"12320","C",5.4,0.7,2.4,2020
"12321","SF",5.1,1,3.5,2020
"12322","SF",2.8,0.8,1.2,2020
"12323","SG",7.4,1.4,2.4,2020
"12324","SF",7.1,1.4,2.9,2003
"12325","SF",1.9,0.3,1.2,2003
"12326","C",8.5,1,7.9,2003
"12327","C",4.2,0.3,3.2,2003
"12328","PF",10.4,1.6,6.4,2003
"12329","SG",7.6,2,2.4,2003
"12330","C",0.8,0.3,0.9,2003
"12331","PG",5.8,2.5,1.8,2003
"12332","SG",11.8,2.3,3.6,2003
"12333","PG",4,0.9,0.8,2003
"12334","SG",6.8,1.3,1.9,2003
"12335","PF",23.3,3.9,12.9,2003
"12336","PG",15.5,5.3,2.6,2003
"12337","SF",1.6,0.4,1.2,2017
"12338","PG",9.3,3.3,2.9,2017
"12339","SG",27.3,3.9,5.2,2017
"12340","SF",8.9,1,3.8,2017
"12341","PG",5.6,2.1,1.8,2017
"12342","PG",2.9,0.9,1.1,2017
"12343","C",3.1,0.2,3,2017
"12344","PF",3.4,0.3,2.4,2017
"12345","C",12,0.7,9.5,2017
"12346","PG",22.4,7,4.8,2017
"12347","C",4.4,0.7,4.2,2017
"12348","SG",8.4,1.1,2.2,2017
"12349","SF",6.7,1.2,5.8,2017
"12350","PF",4.2,0.3,3.4,2017
"12351","PF",6.8,1.2,4.6,2017
"12352","PF",14.8,0.9,6.8,2017
"12353","C",1.9,0.1,0.9,2000
"12354","SF",16.6,1.3,6.7,2000
"12355","PG",4.2,1.7,1,2000
"12356","PF",2.8,1.2,14.3,2000
"12357","PF",17.5,2.5,6.4,2000
"12358","SG",12.8,3.1,4.7,2000
"12359","SF",13.7,2,4.7,2000
"12360","SG",5.7,1.1,3.7,2000
"12361","PG",7.4,1.8,1.7,2000
"12362","SF",22.6,5.3,6.3,2000
"12363","PF",0,0,0,2000
"12364","PF",3.9,0.4,2.3,2000
"12365","PG",8.9,5.8,1.4,2000
"12366","SF",0,0,1,2000
"12367","C",4.4,1,3.5,2000
"12368","C",8.4,0.8,6.5,2000
"12369","PG",8.6,4.9,2.2,2000
"12370","C",10.8,1.5,5.5,1999
"12371","C",5.5,0.8,5.1,1999
"12372","PG",4.5,2.2,0.9,1999
"12373","SG",5.8,1.4,1.8,1999
"12374","SG",9.3,1.3,3.6,1999
"12375","SF",3.2,0.7,1.6,1999
"12376","SF",1.8,0.3,1.1,1999
"12377","PG",2.2,2.6,0.3,1999
"12378","PF",1.3,0.3,1.3,1999
"12379","PF",4.8,1,7.3,1999
"12380","PG",13.2,6.5,2.7,1999
"12381","PF",3.6,0.7,2.5,1999
"12382","SG",3.3,0.8,1.3,1999
"12383","SF",23,3.4,7.5,1999
"12384","SG",3.2,1,1,1999
"12385","PF",11.2,0.5,5.9,1999
"12386","SG",8.9,1.3,3.2,1993
"12387","C",13.8,1.8,13.1,1993
"12388","PF",4.7,0.7,2.9,1993
"12389","SF",4.1,0.6,1.5,1993
"12390","PF",14.7,1.8,9,1993
"12391","PG",19.2,4.2,2.7,1993
"12392","SF",8.1,1.3,4.3,1993
"12393","PG",7.5,2.6,2.2,1993
"12394","SF",17,3.7,5.4,1993
"12395","PG",10.5,4.4,2.1,1993
"12396","C",1.9,0.3,1.8,1993
"12397","C",2.1,0.4,1.8,1993
"12398","SG",6.9,1.1,2.1,1993
"12399","PF",4.6,0.4,2.3,1993
"12400","SG",2.6,0.6,0.7,2017
"12401","SG",7.3,1.8,3.3,2017
"12402","PF",7.3,1.6,5.6,2017
"12403","PG",3.4,1.3,1.1,2017
"12404","C",5.1,0.6,6.5,2017
"12405","PF",4.5,0.7,1.4,2017
"12406","C",1.3,0.2,1.6,2017
"12407","SG",6.2,1.6,2.1,2017
"12408","SF",25.5,3.5,5.8,2017
"12409","SF",3.4,1.3,2.9,2017
"12410","PF",17.3,1.9,7.3,2017
"12411","SG",7.5,2.7,2.3,2017
"12412","PG",3.3,1.6,0.6,2017
"12413","PG",9.5,3.5,1.8,2017
"12414","C",12.4,2.3,7.9,2017
"12415","PG",10.1,4.5,1.8,2017
"12416","SG",11.8,2.1,2.9,2019
"12417","PF",1.8,0.4,1.2,2019
"12418","PF",3,0.8,3,2019
"12419","SG",21.2,6.2,6,2019
"12420","PG",9.9,3.9,3.7,2019
"12421","PF",2,0.3,1,2019
"12422","PF",1.8,0.3,1.5,2019
"12423","PF",8,1.3,3.5,2019
"12424","C",5.5,1.2,5.3,2019
"12425","C",21.3,2.4,9.2,2019
"12426","SG",2.6,0.5,1,2019
"12427","SG",10.5,1.7,2.5,2019
"12428","PG",9.9,3,2.2,2019
"12429","SF",1.8,0.5,0.9,2019
"12430","PF",13.7,2.6,6.8,2019
"12431","SG",11.2,1.7,2,2020
"12432","C",3.2,0.6,1.9,2020
"12433","SF",22.1,5.6,5.5,2020
"12434","PG",10.9,4.1,5.8,2020
"12435","SG",11.3,3.5,3.3,2020
"12436","C",4.9,0.7,3.9,2020
"12437","C",5.6,1.8,5.7,2020
"12438","SF",9.1,0.9,3.4,2020
"12439","C",18.9,2.4,7.4,2020
"12440","SG",6.4,1.1,2.3,2020
"12441","PF",5.3,2,3.3,2020
"12442","SG",6.3,1.2,1.7,2020
"12443","PG",11.6,1.8,1.6,2020
"12444","SG",1.1,1,0.6,2020
"12445","PF",10.8,1.7,5.4,2020
"12446","PF",6.4,1.1,5.7,2020
"12447","C",1,0,2,2020
"12448","SF",12,2.1,4.2,2001
"12449","PF",7.4,1.1,2.6,2001
"12450","SF",3.6,0.4,1.6,2001
"12451","SG",2.2,0.5,0.7,2001
"12452","SF",13.6,1.6,7,2001
"12453","C",4.5,0.3,5.1,2001
"12454","PG",6.1,3.9,1.8,2001
"12455","PG",2.1,1.1,0.9,2001
"12456","SG",9.3,2.4,2.1,2001
"12457","PG",11.5,8.7,2.8,2001
"12458","PF",23.2,4.5,8.3,2001
"12459","C",5.3,0.4,4.6,2001
"12460","SF",3.5,0.5,1.3,2001
"12461","PF",2.1,0.2,1.4,2001
"12462","PF",8.3,0.9,8.4,1993
"12463","PF",19.1,2.2,6.6,1993
"12464","SG",19.9,5.7,6.3,1993
"12465","SG",3.7,0.3,1.1,1993
"12466","PG",1.7,1.1,0.6,1993
"12467","SF",10.6,1.9,6.2,1993
"12468","C",2.3,0.2,2.1,1993
"12469","C",9.9,0.9,5.2,1993
"12470","SF",8.6,2.2,2.6,1993
"12471","C",6,0.5,4.1,1993
"12472","C",1,0,1,1993
"12473","SG",13.7,7.2,4.3,1993
"12474","PG",18.2,5.2,3.9,1993
"12475","SF",5.7,0.2,1.7,1993
"12476","PF",9.7,1,10.4,1994
"12477","C",2.3,0.8,4,1994
"12478","C",20.1,1.9,6.7,1994
"12479","SG",19.2,4.9,6.6,1994
"12480","SF",10.4,1.4,4.5,1994
"12481","PG",4.8,1.2,1.4,1994
"12482","SG",2.8,0.9,0.6,1994
"12483","SF",6.5,1,4.3,1994
"12484","C",0.9,0.2,0.9,1994
"12485","C",5.6,0.5,4,1994
"12486","PF",1.8,0.1,2.3,1994
"12487","PG",17.2,9,4.5,1994
"12488","PG",13.1,5.2,2.8,1994
"12489","SF",6.6,0.5,1.7,1994
"12490","SG",16.6,3.6,4.7,2021
"12491","C",6.3,0.8,3.2,2021
"12492","PF",2.1,0.4,1.8,2021
"12493","C",4.7,0.7,3.1,2021
"12494","PG",25.2,7.2,3.5,2021
"12495","SG",10.2,4.4,4.2,2021
"12496","SF",5.3,0.9,2,2021
"12497","PF",16.1,3.5,6.6,2021
"12498","C",8.1,0.6,6,2021
"12499","SG",3.1,0.5,0.8,2021
"12500","SF",3.9,0.6,0.9,2021
"12501","PG",2.8,1,1.2,2021
"12502","SF",7.3,1.5,3,2021
"12503","PF",14.1,1,7.4,2021
"12504","PF",5.2,1.2,2.5,2021
"12505","C",14.2,1.7,8.3,2021
"12506","SF",1.5,0.2,1.2,2021
"12507","SG",8.7,1.4,2.5,2021
"12508","PG",13,5.3,3,2021
"12509","PG",3,1.6,1,1991
"12510","SF",18.4,3,5.2,1991
"12511","PF",16.1,3.7,8.1,1991
"12512","SF",4.6,2,1.6,1991
"12513","C",3.5,0.7,3.5,1991
"12514","C",1.5,0,0.8,1991
"12515","PF",2.9,0.4,1.7,1991
"12516","C",7.6,1.8,6.9,1991
"12517","PG",11.1,4.8,2.4,1991
"12518","SF",5.8,1.3,2.3,1991
"12519","SF",1.8,0.6,0.8,1991
"12520","SG",22.6,4,3.4,1991
"12521","C",10.9,1.1,4.7,1991
"12522","PG",12.7,5.3,3.1,1991
"12523","PF",1.9,0,1.9,2011
"12524","C",1,0.2,1.9,2011
"12525","SG",5.6,0.5,1.7,2011
"12526","PG",4.2,2.9,1.5,2011
"12527","SG",12.2,2.1,3.1,2011
"12528","C",6,0.9,8,2011
"12529","SF",27.7,2.7,6.8,2011
"12530","SG",1,0.3,0.8,2011
"12531","PG",6.8,1.9,1.6,2011
"12532","C",7.1,0.3,4.9,2011
"12533","C",4.6,1,4.5,2011
"12534","SG",1.6,0.3,0.7,2011
"12535","PG",21.9,8.2,4.6,2011
"12536","PF",9.9,0.3,7.6,2011
"12537","SG",5.1,1.4,4.4,2011
"12538","SG",6.7,1.3,1.5,1997
"12539","PF",4.2,0.6,4.7,1997
"12540","PG",3.9,1.5,1.2,1997
"12541","SG",17.2,3.4,4.1,1997
"12542","PF",14.9,1.6,8,1997
"12543","SF",10.3,1.7,2.8,1997
"12544","SF",6.8,1.3,5.2,1997
"12545","SF",7.6,1.3,1.9,1997
"12546","PF",1,1,1.7,1997
"12547","PG",15.3,8.5,2.9,1997
"12548","SF",7.8,2,4.4,1997
"12549","C",3.8,0.6,2.4,1997
"12550","C",26.2,3.1,12.5,1997
"12551","C",4.8,0.5,4.5,1997
"12552","SG",13.5,1.1,3.1,2015
"12553","PG",10,3.6,2.8,2015
"12554","SF",6.2,1,2.3,2015
"12555","SF",4.8,0.8,0.7,2015
"12556","PF",11.7,3.4,6.8,2015
"12557","PG",7.4,3.6,2.7,2015
"12558","PG",16.1,5.1,4.2,2015
"12559","C",4.3,0.5,5.8,2015
"12560","C",5,1.2,5.2,2015
"12561","PF",9.4,1.3,6.5,2015
"12562","SF",8.8,1,3.7,2015
"12563","PG",12.6,3.1,3.5,2015
"12564","C",10.6,1.1,7.2,2015
"12565","PF",2.9,0.3,1.5,2015
"12566","SF",8.9,2.2,3.9,2015
"12567","SF",11.8,1,2.7,2016
"12568","PG",12.1,3.5,4,2016
"12569","SF",3.8,0.6,1.5,2016
"12570","C",9.3,1.5,7.1,2016
"12571","PG",3.8,1.6,1.2,2016
"12572","C",8.8,1.2,6.1,2016
"12573","PF",5.4,1,5.4,2016
"12574","SG",13.8,4.7,3.3,2016
"12575","C",10.3,0.7,5.5,2016
"12576","SF",23.1,4.1,7,2016
"12577","PF",4,0,1,2016
"12578","PG",8.9,2.4,2.7,2016
"12579","PF",1.6,0.4,1.7,2016
"12580","SF",4.2,1,2.9,2016
"12581","PG",5.7,3.6,1.8,2016
"12582","C",5.3,0.8,4.5,2001
"12583","PF",21.8,2.1,9.2,2001
"12584","PF",1.2,0.1,1.1,2001
"12585","PF",3.3,0.7,2.4,2001
"12586","PF",4,0.3,2.8,2001
"12587","SG",6.2,1.3,4.2,2001
"12588","SG",9,3.6,2.4,2001
"12589","PF",18,2.8,7.1,2001
"12590","PF",1.1,0.2,1.1,2001
"12591","SF",21.5,4.4,5.2,2001
"12592","PF",3.1,0.3,2.3,2001
"12593","C",7.1,0.5,7.5,2001
"12594","PG",15.6,7.3,3.2,2001
"12595","PG",4.7,1.1,1.5,2001
"12596","C",4.8,0,1.4,2001
"12597","SG",18.7,4.4,4.2,2020
"12598","PG",5.1,3,1.9,2020
"12599","SF",5.2,0.4,2.3,2020
"12600","C",8.3,1.9,10,2020
"12601","C",4.3,0.4,4.3,2020
"12602","SF",4.8,1.1,2.1,2020
"12603","SG",10.3,2.5,3.5,2020
"12604","C",0.4,0.2,1.2,2020
"12605","SF",4.2,0.9,2.6,2020
"12606","SG",5,3,0,2020
"12607","C",11.1,1.6,9.6,2020
